,X,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,Hotness,end_of_fade_in,key,Loudness,mode,mode_confidence,rank,hit
2415,2415,0.64,121.954,4,0.867,every breath you take,1983,0.847971996,0.634213096,0,2,-6.473,1,0.639,1,1
2416,2416,0.863,106.093,4,0.542,sea of love,1985,0.80679225,0.51786632,2.653,11,-13.483,0,0.707,34,1
2417,2417,0.035,86.182,4,0.02,your love,2010,0.606118646,0.409196036,0.734,9,-15.518,1,0.406,66,0
2418,2418,0.55,97.994,4,0.675,mercy mercy mercy,1967,0.44657852,0.313338323,0,7,-5.457,1,0.511,51,0
2419,2419,0.199,109.557,4,0.074,smile,2010,0.608578271,0.397724167,0,0,-3.275,1,0.261,97,0
2420,2420,0.657,140.021,4,0.832,superstar,2008,0.535392636,0.337426806,0,8,-5.846,1,0.489,63,0
2421,2421,0.228,132.197,4,0.406,let it whip,1982,0.585245506,0.401979404,5.259,0,-5.617,1,0.061,24,1
2422,2422,0.472,127.995,4,0.708,do you want me,1991,0.477117767,0,0,1,-14.872,1,0.431,98,0
2423,2423,0.905,113.638,4,0.474,open your heart,1987,0.426546387,0.202961414,0.351,7,-12.624,1,0.843,30,1
2424,2424,0.755,120.577,7,0.298,back in my arms again,1965,0.482277739,0.26281664,0.299,0,-6.026,1,0.665,37,1
2425,2425,0.685,93.602,7,0.434,love song,2008,0.722298725,0.572691359,0.399,3,-11.388,1,0.579,7,1
2426,2426,0.564,145.152,4,0.233,born to be wild,1968,0.69228309,0.506384449,0.413,4,-10.395,0,0.349,31,1
2427,2427,0,97.018,4,0.735,no more,2000,0.546650792,0.42394968,2.322,11,-5.816,1,0.334,39,1
2428,2428,0.549,137.932,4,0.664,maniac,1983,0.631528267,0.376990252,0.16,3,-4.561,0,0.372,9,1
2429,2429,0.634,93.86,4,0.775,look into my eyes,1997,0.596172381,0.35515545,0.171,6,-9.56,1,0.522,47,1
2430,2430,0.404,113.345,4,0.588,until it sleeps,1996,0.852136187,0.78033412,0.305,1,-4.518,0,0.368,92,0
2431,2431,0.629,129.046,4,0.519,the twelfth of never,1973,0.67849162,0.487586346,0.276,0,-13.708,1,0.547,99,0
2432,2432,0.488,66.501,3,0.639,slow down,2005,0.488907848,0.3377369,0.102,4,-27.646,1,0.791,47,1
2433,2433,0.055,178.432,1,0,yes we can can,1973,0.693887091,0.443512832,0.467,10,-9.227,0,0.168,95,0
2434,2434,0.259,103.135,4,0.536,crazy for you,1985,0.43768629,0.379671839,0,0,-7.88,1,0.395,9,1
2435,2435,0.217,131.998,4,0.061,someone,1997,0.39853528,0.337929278,0,0,-4.041,1,0.419,88,0
2436,2436,0.31,114.589,4,0.764,invisible man,1997,0.630453419,0.412090462,0.154,6,-5.992,0,0.495,45,1
2437,2437,0.671,118.11,5,0.414,say you love me,1976,0.330678564,0,1.071,3,-13.04,1,0.636,53,0
2439,2439,0.538,171.25,4,0,loser,1994,0.484667636,0,0.067,8,-2.594,0,0.44,50,0
2440,2440,0.021,129.397,4,0.735,bad boy,1986,0.481364202,0.373408883,0,9,-13.148,1,0.219,79,0
2441,2441,0.459,122.538,4,0.214,she believes in me,1979,0.73537015,0.61999595,0,5,-14.039,1,0.762,47,1
2442,2442,0.243,94.025,4,1,when doves cry,1984,0.786268009,0.496705943,0,0,-6.43,1,0.144,1,1
2443,2443,0.482,115.087,4,0.901,right here,1993,0.556868629,0.425571088,2.287,4,-4.93,0,0.501,29,1
2444,2444,0.595,130.006,4,0.677,black velvet,1990,0.590258473,0.510687057,0.224,7,-9.19,1,0.605,18,1
2445,2445,0.456,69.877,1,1,missing,1996,0.574178713,0.382174928,0.148,9,-9.075,0,0.436,12,1
2446,2446,0.594,166.03,4,0.203,close to you,1990,0.675195593,0.510995498,0.219,2,-12.126,1,0.26,17,1
2447,2447,0.453,124.003,4,1,all my life,1998,0.602466476,0.367408575,0.229,1,-4.243,1,0.571,7,1
2448,2448,0.503,126.162,4,0.722,i will survive,1979,0.687549909,0.627258614,0.127,9,-10.733,0,0.611,6,1
2449,2449,0.224,119.941,4,0.556,tell me,1996,0.432902686,0.324328409,0.339,10,-9.605,0,0.326,58,0
2450,2450,0.066,128.393,4,0.632,love,2006,0.563994615,0.365204207,0,4,-3.331,0,0.378,93,0
2451,2451,0.473,96.105,3,1,7,1993,0.431859604,0.361504373,0.322,8,-4.84,1,0.521,52,0
2452,2452,0.35,148,4,0.138,all through the night,1985,0.600991378,0.395131028,0.339,11,-8.031,0,0.4,65,0
2453,2453,0.007,179.976,4,0.534,tonight,1984,0.456646459,0.381339613,3.675,7,-10.52,1,0.371,90,0
2454,2454,0.98,219.98,4,0.548,the bells,1970,0.646639328,0.476436981,0,1,-3.198,1,0.764,82,0
2455,2455,0.645,129.327,3,1,superman,2003,0.655359115,0.405031298,0.171,10,-10.429,1,0.578,98,0
2456,2456,0.776,98.996,4,1,here i am,1982,0.792664085,0.570270479,2.334,8,-7.809,1,0.727,80,0
2457,2457,0.56,85.347,5,0.975,release me,1990,0.737540403,0.441355562,0,2,-4.574,0,0.516,19,1
2458,2458,0.634,110.266,4,0,never my love,1967,0.624200328,0.369076871,0.372,1,-16.824,1,0.564,20,1
2459,2459,0.334,89.196,4,1,get down,1973,0.638593203,0.425908142,0,6,-7.083,1,0.268,66,0
2460,2460,0.273,97.232,4,0.375,i want you back,1998,0.790056889,0.667375632,0.27,1,-4.863,1,0.498,37,1
2461,2461,0.647,105.637,4,1,dancing queen,1977,0.504427604,0.377505943,0,9,-10.941,1,0.414,12,1
2462,2462,0.467,163.113,4,0.496,reminiscing,1978,0.371543991,0.185779513,2.27,11,-15.947,0,0.458,65,0
2463,2463,0,100.818,4,1,december,1995,0.546465879,0.356841752,0.104,4,-9.99,1,0,41,1
2464,2464,0.832,64.665,4,0.273,the rose,1980,0.454818517,0.117659475,0.473,0,-12.574,1,0.686,10,1
2465,2465,0.138,67.959,4,1,obsessed,2009,0.544723032,0.409274345,0.978,7,-8.948,0,0.388,41,1
2466,2466,0.316,171.609,4,1,rapture,1981,0.658500667,0.445570358,0,5,-6.536,1,0.318,15,1
2467,2467,0.756,87.168,1,0.806,candle in the wind,1988,0.537707604,0.38303419,0.218,4,-14.564,1,0.731,71,0
2468,2468,0.555,144.066,4,0.421,everyday,1994,0.5486426,0,0.305,6,-6.365,1,0.498,86,0
2469,2469,0.202,147.135,3,0.815,shame,1978,0.668477871,0.425251164,0,7,-8.058,0,0.394,64,0
2470,2470,0.476,92.042,4,0.562,nobody does it better,1977,0.613319809,0.457226497,0.276,4,-6.015,0,0.446,83,0
2471,2471,0.419,100,4,0,shame,1978,0.484343035,0.349906197,0,5,-4.679,1,0.509,64,0
2472,2472,0.54,88.007,4,0.519,twisted,1997,0.480890882,0.336945269,0,2,-13.449,1,0.4,93,0
2473,2473,0.344,124.098,4,0,i hope you dance,2001,0.723177019,0.610442888,2.351,10,-10.212,1,0.342,32,1
2474,2474,0.009,182.535,4,0.649,cyclone,2008,0.519287416,0.348524988,0.357,9,-18.838,1,0.196,71,0
2475,2475,0.166,103.537,4,0.438,money,1973,0.564059246,0.381972651,0,2,-4.101,1,0.559,92,0
2476,2476,0.484,155.017,4,0.31,green light,2009,0.811698706,0.570355262,0.235,6,-7.164,1,0.373,92,0
2477,2477,0.438,156.012,4,0.594,do it again,1973,0.59802892,0.429528491,0.293,8,-3.606,0,0.649,73,0
2478,2478,0.62,82.054,5,0.712,we belong,1985,0.749860753,0.51653518,0.177,11,-10.789,0,0.522,39,1
2479,2479,0.542,102.587,4,0.451,mirror mirror,1982,0.62883433,0.503894162,0,6,-5.238,0,0.52,86,0
2480,2480,0.044,46.086,1,0,here we go,1991,0.625067375,0.426656265,1.03,9,-11.837,0,0.411,35,1
2481,2481,0.607,148.646,5,0.438,sunshine,2004,0.811312913,0.615019823,6.815,8,-3.57,0,0.592,20,1
2482,2482,0.44,139.969,4,0.275,all for you,2001,0.553015476,0.398051722,0.322,2,-6.561,0,0.389,3,1
2483,2483,0.706,124.416,4,0.546,here we go,1991,0.641549636,0.455490129,4.545,11,-15.582,0,0.631,35,1
2484,2484,0.797,88.022,4,0.592,genie in a bottle,1999,0.745037528,0.54194865,0.322,7,-5.801,0,0.799,7,1
2485,2485,0.416,128.659,4,0.534,love is,1993,0.559795732,0.371220779,0.125,11,-6.371,1,0.503,21,1
2486,2486,0.628,139.986,4,0,time,1996,0.460003746,0.365676161,2.148,10,-2.854,0,0.63,50,0
2487,2487,0.472,98.969,4,0.369,genie in a bottle,1999,0.831240277,0.725746082,0,8,-7.52,1,0.605,7,1
2489,2489,1,104.134,1,0.201,boulevard of broken dreams,2005,0.285488908,0.246656523,0,2,-22.05,1,0.864,7,1
2490,2490,1,145.915,4,0.87,after the rain,1991,0.350392717,0.293668767,0,7,-20.315,1,0.885,56,0
2491,2491,0.725,97.052,3,0.327,lullaby,1999,0.713322147,0.451669645,0.229,5,-13.647,1,0.641,46,1
2492,2492,0.165,104.05,4,0.97,poison,1990,0.638614022,0.601436483,0.136,4,-6.456,1,0.166,4,1
2493,2493,0.573,127.247,3,0.069,everlasting love,1967,0.637772159,0.540832552,0.241,6,-8.069,1,0.548,90,0
2494,2494,0.03,120.025,4,0.662,the way i are,2008,0.802018115,0.579151581,0,8,-4.552,0,0.178,96,0
2495,2495,0.918,114.004,4,0.85,all i want,1992,0.514366889,0.356605503,0,9,-7.065,1,0.724,53,0
2496,2496,0.142,164.481,4,0.791,rude boy,2010,0.486842841,0.393157372,0.14,11,-12.323,0,0.351,15,1
2498,2498,0.11,130.035,4,0.972,we belong,1985,0.592624785,0.397149142,32.392,0,-8.611,0,0.308,39,1
2499,2499,0.456,143.384,3,0.551,breaking up is hard to do,1976,0.522787332,0.362705564,0.293,0,-13.753,1,0.391,91,0
2500,2500,0.712,129.611,4,0.371,gold,1979,0.753502495,0.501702048,0.154,1,-12.076,1,0.662,51,0
2501,2501,0.604,94.42,4,1,all i want,1992,0.629411546,0.426905623,0.496,6,-8.557,0,0.528,53,0
2502,2502,0.264,93.961,4,0.973,i love your smile,1992,0.632779577,0.486444693,0.284,8,-7.924,1,0.349,11,1
2503,2503,0.573,100.137,3,0.483,wasted days and wasted nights,1975,0.519686313,0.38238937,0,3,-16.99,1,0.478,26,1
2504,2504,0.422,100.109,4,0.558,easy,1977,0.614000792,0.442117841,0.248,9,-5.64,0,0.054,33,1
2505,2505,0.839,160.469,4,0.112,summertime blues,1968,0.66039994,0.451596477,0.428,4,-10.236,1,0.828,56,0
2506,2506,0.052,90.081,3,0.873,clean up woman,1972,0.50965824,0.362443088,0.473,0,-9.424,1,0.358,49,1
2507,2507,0.613,121.899,4,1,here and now,1990,0.493087344,0.364190716,0.183,0,-9.066,1,0.718,43,1
2508,2508,0.493,95.029,4,0.364,two hearts,1989,0.576409141,0.450544284,0,7,-4.627,0,0.5,20,1
2509,2509,0.731,102.508,4,0.676,king for a day,1986,0.797193533,0.493623373,1.239,11,-8.688,1,0.32,96,0
2510,2510,0.876,143.958,4,0,the last time,1965,0.417853425,0.240017461,0.334,2,-4.674,1,0.756,88,0
2511,2511,0.313,90.983,4,0.774,sunshine,2004,0.287295456,0.48637051,0,6,-6.663,1,0.361,20,1
2512,2512,0.655,101.774,4,0.518,oh sherrie,1984,0.620148342,0.449004045,0,5,-3.471,1,0.642,31,1
2513,2513,0.383,144.264,4,0,honky tonk women,1969,0.779429594,0.482374978,4.232,5,-6.669,1,0.22,4,1
2514,2514,0.166,104.885,4,0.852,woman,1981,0.493486473,0.386312131,2.043,6,-7.19,0,0.552,21,1
2515,2515,0.662,141.674,4,0.595,in the rain,1972,0.703911376,0.38062116,2.508,9,-8.525,0,0.54,53,0
2516,2516,0.451,160.024,4,0.526,i love you,2002,0.607441858,0.372191636,0.136,4,-11.81,0,0.483,60,0
2517,2517,0.68,200.542,1,0,alone,1987,0.380801167,0.310379891,0.287,2,-5.295,1,0.788,2,1
2518,2518,0.281,130.172,7,0,i know,1995,0.476490701,0,0.357,6,-11.022,0,0.399,11,1
2519,2519,0.8,164.969,1,0,war,1970,0.614940036,0.447245809,0,10,-3.846,1,0.497,5,1
2520,2520,0.625,76.123,4,0.949,on and on,1977,0.601534665,0.414671687,0.374,0,-4.924,1,0.629,30,1
2521,2521,0.138,114.273,4,0.957,think,1968,0.728044555,0.452451033,0.334,4,-5.828,0,0.324,94,0
2522,2522,0.694,84.251,5,1,brilliant disguise,1987,0.823688063,0.807587096,2.723,9,-11.83,1,0.604,86,0
2523,2523,0.09,124.963,4,0,i believe,1995,0.479605849,0.458174481,0,6,-9.916,1,0.374,27,1
2524,2524,0.383,155.966,4,1,look away,1989,0.558116878,0.417903161,0,2,-7.3,1,0.482,1,1
2525,2525,0.569,110.094,4,1,valerie,1988,0.507373155,0.351798735,0.264,7,-7.508,1,0.525,96,0
2526,2526,0.635,111.957,4,0.395,falling,1978,0.707478764,0.699277461,3.379,2,-13.291,1,0.562,79,0
2527,2527,0.537,123.48,3,0.92,poetry man,1975,0.564975643,0.370588373,0,7,-16.709,1,0.595,56,0
2528,2528,0.615,113.581,4,0.986,dizzy,1969,0.540002264,0.297065743,0.322,0,-8.233,1,0.509,6,1
2529,2529,0.613,135.984,4,0,second chance,2009,0.420269757,0.213209268,0,6,-8.334,0,0.557,26,1
2531,2531,0.628,103.032,4,0.466,one on one,1983,0.664924362,0.496381146,0,0,-16.03,1,0.602,39,1
2532,2532,0.428,154.068,4,0,amazing,1994,0.401653845,0.32972762,0.119,10,-16.873,1,0.465,72,0
2534,2534,0.043,129.051,4,0,something about you,1986,0.620052044,0.422832681,0,10,-6.005,1,0.333,37,1
2535,2535,0.373,140.059,4,1,sunshine,2004,0.487553,0.361201819,0.386,8,-4.133,1,0.454,20,1
2537,2537,0.192,132.545,4,0.173,revolution,1968,0.662509871,0.404606441,0.16,4,-11.908,0,0.212,78,0
2538,2538,0.57,166.567,4,1,disappear,1991,0.737621813,0.48135131,0.443,0,-12.79,1,0.689,90,0
2539,2539,0.58,90.029,4,1,why,2004,0.480154468,0.338346542,0,0,-7.064,1,0.555,62,0
2540,2540,0.248,132.145,4,0,runaway,1996,0.645549208,0.434242155,0.486,4,-7.342,1,0.385,84,0
2541,2541,0.602,95.021,4,1,escape,2002,0.417030073,0.328114734,0.154,8,-5.883,1,0.604,57,0
2542,2542,0.212,74.43,3,0.642,children,1996,0.324731918,0.269663026,0.2,2,-8.889,1,0.324,65,0
2543,2543,0.539,86.286,3,0.511,missing you,2001,0.518161513,0.465449209,0.137,7,-9.504,0,0.528,49,1
2544,2544,0.904,155.815,7,0.721,dream on,1976,0.655488243,0.532399775,0.154,5,-6.882,0,0.757,51,0
2546,2546,0.496,127.941,1,0,like the way i do,1995,0.622829997,0.426944256,0.276,2,-8.442,0,0.483,90,0
2547,2547,0.302,108.942,4,1,higher,2000,0.82419958,0.512522676,0,4,-6.5,1,0.267,11,1
2550,2550,0.239,102.278,3,1,honey,1997,0.205668007,0.208180823,0.27,1,-8.887,1,0.962,32,1
2551,2551,0.753,116.083,7,0.487,big love,1987,0.617703206,0.452887095,3.216,0,-8.341,1,0.729,81,0
2552,2552,0.232,102.336,4,0,smiling faces sometimes,1971,0.519692215,0.392820106,0.474,1,-11.562,1,0.39,14,1
2553,2553,0.157,107.045,1,0,all or nothing,2001,0.759790755,0.565277134,2.949,8,-3.707,1,0.313,41,1
2555,2555,0.741,71.187,3,0.396,jet,1974,0.581884359,0.347006921,0.479,7,-7.585,1,0.487,77,0
2557,2557,0.503,147.477,1,0,everyday people,1969,0.76766274,0.501516878,4.748,1,-18.72,1,0.538,5,1
2558,2558,0.028,102.743,5,0.79,i remember you,1990,0.546367788,0.424141033,0.189,2,-15.548,1,0.256,72,0
2559,2559,0.699,88.015,4,0.783,heaven,2004,0.433995558,0.382015857,0,7,-9.627,1,0.688,37,1
2560,2560,0.042,126.069,3,0.801,angel eyes,1989,0.805366989,0.549956103,1.059,4,-16.725,0,0.293,70,0
2561,2561,0.481,90.478,5,1,forever,2010,0.545785924,0.38983977,3.489,7,-6.113,1,0.38,71,0
2562,2562,0.514,91.507,4,1,reminiscing,1978,0.591696069,0.387333146,2.368,5,-5.479,0,0.609,65,0
2563,2563,0.266,142.501,3,0.619,the more i see you,1966,0.744182175,0.446186428,0.368,1,-4.691,1,0.412,94,0
2564,2564,0.628,127.979,4,0,venus,1986,0.50550061,0.321158414,0.142,6,-9.239,0,0.542,38,1
2565,2565,0.493,151.085,1,0,one more time,1997,0.474481346,0.310116992,0.311,1,-9.395,0,0.508,90,0
2566,2566,0.389,111.673,4,0,never let you go,2000,0.58632798,0.330819687,0.276,5,-12.888,1,0.497,43,1
2568,2568,0.552,122.593,1,0.962,could it be magic,1975,0.687549909,0.627258614,0.19,5,-13.383,0,0.513,37,1
2569,2569,0.536,107.085,4,1,rumors,1986,0.513061865,0.350419222,0.358,0,-10.109,0,0.522,77,0
2570,2570,0.359,185.719,1,0,slow down,2005,0.42071358,0,0,2,-4.241,1,0.469,47,1
2571,2571,0.36,95.934,4,0,shotgun,1965,0.599004595,0.458377417,0.652,9,-11.252,1,0.379,15,1
2572,2572,0.765,68.146,4,0.179,one fine day,1980,0.640574149,0.454714841,0,9,-6.186,0,0.657,73,0
2574,2574,0.792,95.527,4,0.452,hold on,1995,0.612141414,0.385497508,0,5,-7.951,1,0.554,52,0
2575,2575,0.247,124.987,4,0,magic,2010,0.692922731,0.453731586,0.067,7,-9.505,0,0.159,63,0
2576,2576,0.714,188.213,4,1,money,1973,0.731885053,0.50118512,0.193,9,-4.506,1,0.462,92,0
2578,2578,0.087,121.639,4,0.909,that girl,1996,0.479893839,0.357286446,0,11,-3.626,1,0.261,90,0
2579,2579,0.049,162.793,4,0,passion,1991,0.448502108,0.375597442,0,10,-10.08,0,0.454,40,1
2580,2580,0.714,125.968,4,0,rock your baby,1974,0.442289706,0.275325996,0.311,11,-8.888,0,0.527,38,1
2581,2581,0.24,104.838,4,0.408,holiday,2005,0.718019425,0.372356392,0.119,0,-6.905,0,0.443,39,1
2582,2582,1,90.192,4,0.284,sugar sugar,1969,0.645549208,0.434242155,0,2,-6.897,1,0.929,1,1
2583,2583,0.582,131.849,3,0.753,kiss from a rose,1995,0.492440728,0.380061734,0.1,5,-14.314,0,0.516,4,1
2584,2584,0.758,79.029,4,0.823,addicted,2008,0.82735726,0.75292789,4.365,5,-6.049,1,0.756,97,0
2585,2585,0.512,119.813,4,1,rock your baby,1974,0.563468513,0.390851551,0.369,3,-4.813,1,0.557,38,1
2586,2586,0.231,76.769,1,1,like i love you,2002,0.842636333,0.583530838,0.351,7,-5.043,1,0.317,99,0
2588,2588,1,168.228,4,0,the bells,1970,0.565474372,0.394462786,0.423,0,-17.875,1,0.854,82,0
2589,2589,0.596,173.962,4,0.025,everything,1990,0.592396351,0.443583052,0,10,-7.988,0,0.546,41,1
2590,2590,0.053,126.919,1,0.583,get off,1978,0.557662033,0.335263929,0.182,8,-11.067,1,0.257,85,0
2592,2592,0.317,158.143,4,0.534,saturday night,1976,0.54402602,0.368908141,0,7,-5.3,1,0.524,64,0
2593,2593,0.505,125.318,4,0.778,rock your body,2003,0.577490918,0.365419749,0,11,-16.038,0,0.475,32,1
2594,2594,0.414,71.671,4,0,i write the songs,1976,0.676755655,0.543706051,0.682,0,-7.799,1,0.589,13,1
2595,2595,0.964,127.988,4,0.421,all this time,1991,0.448435687,0.366654792,4.116,6,-4.978,1,0.866,92,0
2596,2596,0.492,95.11,4,1,weak,1993,0.493486473,0.386312131,0.856,6,-5.369,1,0.58,6,1
2597,2597,0.803,120.121,4,0.879,cry me a river,2003,0.524196284,0.40105238,0,7,-8.095,1,0.58,30,1
2598,2598,0.704,137.773,4,0.793,here we are,1990,0.372221927,0.352563985,0.386,1,-18.329,1,0.681,74,0
2599,2599,0.513,170.161,1,0.45,hold on,1995,0.502017314,0.333026537,0.43,9,-10.77,1,0.514,52,0
2600,2600,0.564,140.592,3,0.579,morning has broken,1972,0.436521654,0.464089715,0.374,7,-12.189,1,0.647,44,1
2601,2601,0.478,120.042,4,0.563,everyday,1994,0.37929223,0.315567184,0.101,1,-7.622,1,0.356,86,0
2602,2602,1,142.07,4,0,song sung blue,1972,0.579671348,0.427751688,0.195,0,-9.576,1,0.881,26,1
2603,2603,0.541,80.079,5,0.8,the sound of silence,1966,0.691344591,0.559811323,0,8,-13.68,0,0.587,54,0
2604,2604,0.835,84.067,4,0.409,games people play,1981,0.707199764,0.51346329,0.264,2,-7.656,1,0.664,66,0
2605,2605,0.759,152.717,4,0.67,together,1981,0.494868834,0.289249494,0.079,0,-8.136,1,0.671,53,0
2606,2606,0.153,116.112,4,0.525,urgent,1981,0.571539438,0.289304869,0.178,11,-12.221,0,0.251,37,1
2607,2607,0.7,148.667,4,1,stand up,2004,0.596515858,0.375112939,5.132,6,-10.86,0,0.844,45,1
2608,2608,0.024,145.339,4,0.907,i believe,1995,0.570194077,0.425606599,0.125,9,-11.751,0,0.372,27,1
2609,2609,0.599,153.383,5,0.93,celebration,1981,0.321526876,0.274532212,0,2,-6.852,0,0.709,6,1
2610,2610,0.873,125.036,3,0.493,breaking up is hard to do,1976,0.580651578,0.388474759,0,4,-13.574,1,0.611,91,0
2611,2611,0.716,95.015,4,1,sweet dreams,2010,0.581462731,0.381345282,0.253,5,-2.63,1,0.424,86,0
2612,2612,0.687,109.045,4,0.682,walking on sunshine,1985,0.635010409,0.421600812,0.879,10,-6.894,0,0.637,75,0
2613,2613,0.723,79.004,4,0.474,alone,1987,0.588232345,0.525949574,0,0,-10.678,1,0.687,2,1
2614,2614,0.633,143.989,4,0.425,please come to boston,1974,0.644806661,0.439666462,2.746,5,-15.375,1,0.626,65,0
2615,2615,0.779,105.935,4,0.28,miss you,2003,0.568045085,0.496657185,0.531,8,-9.281,0,0.531,8,1
2616,2616,0.23,151.77,4,0.976,faithful,1993,0.626311026,0.420978045,2.049,7,-7.935,1,0.39,89,0
2617,2617,0.437,189.962,4,0.882,natural high,1973,0.784950333,0.542169276,0,1,-4.903,1,0.473,39,1
2618,2618,0.541,92.027,3,0.994,closer,2008,0.695285287,0.464944717,0.609,4,-5.072,1,0.572,20,1
2619,2619,0.716,82.865,4,0.249,me and bobby mcgee,1971,0.80381537,0.548095371,2.525,2,-14.92,1,0.552,11,1
2620,2620,0.078,175.406,4,0,tragedy,1979,0.626365205,0.361989077,0.763,9,-3.583,1,0.354,16,1
2621,2621,0.546,126.616,4,0.863,magic,2010,0.430720417,0.309497171,0.316,0,-15.353,1,0.528,63,0
2622,2622,0.269,129.986,4,0.153,after the love has gone,1979,0.50850498,0.355817784,0.253,3,-9.959,0,0.271,38,1
2623,2623,0.209,102.003,4,0.416,africa,1983,0.67011382,0.543064025,5.468,4,-13.14,0,0.001,24,1
2624,2624,0.594,127.027,1,0.047,hold on,1995,0.311304875,0.1898192,0.402,11,-10.34,0,0.582,52,0
2625,2625,0.253,90.072,4,0.239,barely breathing,1997,0.577451279,0.562018459,0.56,7,-4.644,0,0.676,18,1
2626,2626,0.324,106.009,4,0.366,wasting my time,2002,0.720230936,0.540040389,0.259,5,-4.014,0,0.456,26,1
2628,2628,0.499,96.008,4,1,with you,2008,0.601357238,0.384666763,1.304,5,-6.172,0,0.469,9,1
2629,2629,0.68,76.698,5,0.604,missing you,2001,0.620148342,0.449004045,5.997,11,-9.778,1,0.637,49,1
2630,2630,0.877,116.026,4,0.623,breathe,2000,0.710519623,0.312436592,2.02,9,-5.972,1,0.747,1,1
2631,2631,0.211,173.923,4,0.914,here we go again,1993,0.74113539,0.410212603,0.09,11,-4.427,0,0.274,59,0
2632,2632,0.764,87.015,3,1,jump,1992,0.677963123,0.485002849,0.66,8,-7.056,1,0.745,3,1
2634,2634,0.603,184.856,4,0,suspicious minds,1969,0.496415029,0.350612388,0.125,10,-9.714,1,0.595,18,1
2635,2635,0.413,140.932,4,0.468,time after time,1998,0.458222442,0.362639791,0,8,-21.129,1,0.523,64,0
2636,2636,0.501,86.955,3,0.485,here we are,1990,0.666633098,0.437017425,0.171,6,-7.626,1,0.601,74,0
2637,2637,0.722,136.036,4,0.808,you,2007,0.543401909,0.380135571,0,0,-12.923,1,0.65,40,1
2638,2638,0.902,75.726,1,0,angel of the morning,1981,0.635427332,0.400559805,1.164,8,-12.952,1,0.737,25,1
2639,2639,0.207,156.808,5,0.946,hypnotize,1997,0.608806057,0.512438972,4.481,6,-5.696,0,0.223,25,1
2640,2640,0.61,168.026,4,1,dilemma,2002,0.821951255,0.771103434,0.16,0,-9.105,1,0.575,4,1
2641,2641,0.203,85.002,4,0.491,cry for you,1994,0.740746716,0.547209667,0,9,-5.459,1,0.372,60,0
2642,2642,0.859,162.885,1,0,just another day,1992,0.504460314,0.498716507,0.327,11,-4.855,1,0.888,10,1
2643,2643,0.89,124.985,4,0.807,my girl,1965,0.598628563,0.344833185,0.078,0,-6.686,1,0.561,10,1
2644,2644,1,169.998,4,0.712,human,1986,0.753488893,0.560170698,0.242,1,-4.911,1,0.904,25,1
2645,2645,0.057,163.728,4,0.287,i believe,1995,0.59194061,0.405672136,0,5,-6.285,1,0.339,27,1
2646,2646,0.641,134.875,4,1,you belong to me,1978,0.531207003,0,0.16,2,-8.789,1,0.621,59,0
2647,2647,0.72,86.731,5,0.693,tonight,1984,0.541947045,0.362455907,3.831,7,-16.052,1,0.83,90,0
2648,2648,0.63,116.723,4,0.47,fire,1979,0.596132984,0.397354959,0.101,7,-9.657,1,0.73,15,1
2649,2649,0.701,90.065,4,0.458,bad boys,1993,0.491127081,0.395605716,0.299,6,-8.947,0,0.64,69,0
2650,2650,0.576,77.197,4,0.954,beauty and the beast,1992,0.561719839,0.385603992,2.049,7,-12.223,1,0.734,64,0
2651,2651,0.412,117.544,1,0,nobody,1997,0.541901798,0.406744935,0.2,0,-10.398,1,0.541,16,1
2652,2652,0.613,132.931,4,0.57,tell me,1996,0.586297154,0.432394322,0,0,-11.093,1,0.346,58,0
2653,2653,0.661,119.805,4,0.326,someday,2004,0.691133729,0.531050193,0,0,-14.414,1,0.62,17,1
2654,2654,0.451,97.46,3,0.826,when a man loves a woman,1992,0.436685357,0.329810329,2.328,1,-6.932,1,0.586,54,0
2655,2655,0.337,118.622,4,1,love is the answer,1979,0.478494014,0.353055593,0.497,6,-8.816,1,0.5,68,0
2656,2656,0.549,180.617,4,0.452,hey ma,2002,0.858270678,0.515325301,0.061,10,-7.237,0,0.561,53,0
2657,2657,0.347,201.218,1,0,suffocate,2008,0.444327417,0.361944815,0.276,9,-7.249,1,0.244,64,0
2658,2658,0.21,143.695,4,0,if i were a carpenter,1966,0.169516762,0,0,7,-13.969,1,0.57,73,0
2659,2659,0.924,108.099,4,0.913,in the end,2002,0.569072454,0.388742351,0.127,7,-7.342,1,0.714,7,1
2660,2660,0.377,100.066,4,0.405,ordinary people,2005,0.811698706,0.570355262,0,5,-7.336,0,0.405,87,0
2661,2661,0.056,89.135,4,0.163,here i am,1982,0.426416537,0.288168659,0.119,10,-4.108,1,0.221,80,0
